username,verified,followersCount,content,date,country,replyCount,retweetCount,likeCount,url,hashtags
Faisal_eth,False,927,@dtm_swag @CryptoVanessa So we need to investigate about the payment information to catch satoshi nakamoto 😍,2020-12-30 21:43:57+00:00,Argentina,0,0,1,https://twitter.com/Faisal_eth/status/1344398848597233667,[]
YoloSoloDolo,False,568,I wish I had listened when niggas was telling me about Bitcoin 5 years ago,2020-12-18 23:16:54+00:00,Mexico,1,0,0,https://twitter.com/YoloSoloDolo/status/1340073583087902726,[]
Petr_Moravec_,False,18,"@bitcoin_brown 👏🏻Similar here.
What about some of these $VIDT $BOND $EGLD $ORN $INJ $OCEAN 👀",2020-12-30 23:55:04+00:00,Argentina,0,0,0,https://twitter.com/Petr_Moravec_/status/1344431843769159680,[]
techsupportwoes,False,446,I love when I’m lost at what everybody is talkin about. That means my cleanse is working. Idc who baby mama did what &amp; which bitch got hips this week. What’s Bitcoin doing? How’s my check? When’s my bill due?,2020-12-27 16:16:37+00:00,Mexico,0,0,0,https://twitter.com/techsupportwoes/status/1343229306764480513,[]
2100news,False,588,"$LCX (chtL) has soared 55.43% since 6 pm. Basis Share $BAS is 16.51% (chtR) higher. Ethereum based tokens (NWSET100) ended +0.41%. Coins (NWSCo100) ended -0.98%. Ether ended +2.25%, Bitcoin ended even +6.30%.
https://t.co/toR00MCla8
$BTC $ETH #crypto #cryptotrading https://t.co/LHIZMCWcRw",2020-12-30 23:47:44+00:00,Argentina,0,0,1,https://twitter.com/2100news/status/1344429997344382981,"['crypto', 'cryptotrading']"
d4t4wr4ngl3r,False,1576,@TeslaGigaChad @RandyVegetables Tesla makes real things and will change the world for the better. Bitcoin is a construct. Bitcoin like gold and other currencies is a store of wealth but does nothing to create wealth - unless you are a Bitcoin miner.,2020-12-30 23:57:18+00:00,Argentina,0,0,6,https://twitter.com/d4t4wr4ngl3r/status/1344432405621432320,[]
Markwu_crypto,False,170,"“If you don’t believe it or don’t get it, I don’t have the time to try to convince you, sorry.” — Satoshi Nakamoto, creator of Bitcoin",2020-12-30 15:19:39+00:00,Argentina,0,0,0,https://twitter.com/Markwu_crypto/status/1344302134364315649,[]
chase_atl,False,340,i feel like i’m really setting myself back by not understanding bitcoin and Rare Pepes.,2020-12-23 20:17:18+00:00,Mexico,0,0,0,https://twitter.com/chase_atl/status/1341840323748777988,[]
leonard37275070,False,64,The price of Bitcoin will be $31100 at 00:00AM (UTC) https://t.co/GRa1dVRPNA,2020-12-30 23:58:05+00:00,Argentina,0,0,0,https://twitter.com/leonard37275070/status/1344432600962584576,[]
LexxBrown,False,1452,#Cryptocurrency‘s moving up right now in the green. Look like one of the most secure investments at the moment. We will use Bitcoin #Bitcoin #BitcoinCash #Litecoin #XRP #Ethereum #crypto,2020-04-06 18:23:39+00:00,Papua New Guinea,0,0,1,https://twitter.com/LexxBrown/status/1247228492300910593,"['Cryptocurrency', 'Bitcoin', 'BitcoinCash', 'Litecoin', 'XRP', 'Ethereum', 'crypto']"
btctradeteam,False,1139,"BTC short(like and  retweet)again  signal

Entry: 28800-28900(sell out  your capital %20 of your bitcoin every target points)
 (Risk limit: 5x - 10x)

Tp1.2.3.4.5 : 28650-28550 -28450 - 28350 - 28250 -28150-28050

Stoploss : 29800
#btcusd #bitmex #tradingview #ethusd #binanc",2020-12-30 19:52:27+00:00,Argentina,1,3,8,https://twitter.com/btctradeteam/status/1344370785738240000,"['btcusd', 'bitmex', 'tradingview', 'ethusd', 'binanc']"
DearJaemcityx,False,3515,"@OKEx 9  Eggs with #Crypto

They Are
2 $XRP
2 $EOS
2 $BTC
3 $ETH

@Christi80561602 
@Nathan20195 
@Mizhai3",2020-04-12 07:57:36+00:00,South Korea,0,0,0,https://twitter.com/DearJaemcityx/status/1249245269050327041,['Crypto']
kpackler,False,767,"Things I should have bought and stored away:

2000 - Pokémon cards 
2010 - Bitcoin
2020 - ?",2020-12-17 13:49:36+00:00,United States,0,0,0,https://twitter.com/kpackler/status/1339568431750918145,[]
Young_DayGo,False,4937,You pay in bitcoin https://t.co/TxFlh9u7Qk,2020-03-28 23:45:15+00:00,Canada,0,0,0,https://twitter.com/Young_DayGo/status/1244047934674649093,[]
brianejones81,False,273,I'm raising money for Bitcoin Fundraiser (BTC). Click to Donate https://t.co/A6D0b4CfmB,2020-05-16 14:24:07+00:00,Canada,0,0,0,https://twitter.com/brianejones81/status/1261663726790467584,[]
loner_nene,False,156,"I really want to get into bitcoin, idk who to learn it from tho helpppp",2020-12-23 17:26:30+00:00,El Salvador,1,0,0,https://twitter.com/loner_nene/status/1341797343847473153,[]
bitcoinomar,False,3614,Great end of the year! #bitcoin  bull run picking up steam https://t.co/fUcTHzZdEH,2020-12-28 17:10:51+00:00,Australia,2,3,5,https://twitter.com/bitcoinomar/status/1343605343872540673,['bitcoin']
malik3_,False,1360,I just feel like the moment I hop in Bitcoin its going to do a major sell😖😭,2020-12-26 00:35:12+00:00,Mexico,0,0,1,https://twitter.com/malik3_/status/1342630004644081674,[]
Voodolodya,False,379,@JackMallers @jhamel Bitcoin doesnt average +100% year,2020-12-30 23:55:40+00:00,Argentina,1,0,0,https://twitter.com/Voodolodya/status/1344431996349591552,[]
Roman40K,False,725,"#Bitcoin pumping!!! 
35.000$ HERE WE COME, THEN MOON 🌙

#cryptocurrency #BTC #BTCUSD 
🚀🚀🚀🚀",2020-12-30 19:04:22+00:00,Argentina,0,0,0,https://twitter.com/Roman40K/status/1344358686081343488,"['Bitcoin', 'cryptocurrency', 'BTC', 'BTCUSD']"
CalvinH93377335,False,566,@USARepublic50 @CBSNews Selling your bitcoin elixir...grifter. https://t.co/L44Vqzi3zw,2020-12-19 14:18:58+00:00,Mexico,0,0,0,https://twitter.com/CalvinH93377335/status/1340300598399422466,[]
OYG33_PROPHET,False,973,"Fuck 1000$ Shoes 
I Can Invest In #Bitcoin Or Buy A Small Lot With That Money.",2020-12-28 01:23:33+00:00,Mexico,0,0,0,https://twitter.com/OYG33_PROPHET/status/1343366947380092932,['Bitcoin']
Crucialdude,True,5866,Someone give me a goddamn Bitcoin!,2020-12-17 00:55:47+00:00,United States,2,0,22,https://twitter.com/Crucialdude/status/1339373695081562112,[]
whalest_,False,889,BTC/USD 30.000 $ Loading... - #BTCUSDT chart https://t.co/ymFZDBbbkV,2020-12-28 22:36:34+00:00,Argentina,0,0,2,https://twitter.com/whalest_/status/1343687312341811200,['BTCUSDT']
BlarpUM,False,0,@adam3us Yo Satoshi Nakamoto!  Thanks for inventing that shit @adam3us,2020-12-30 23:33:09+00:00,Argentina,0,0,0,https://twitter.com/BlarpUM/status/1344426329182097408,[]
LifewitNaee,False,220,y'all why Meg actually sent me the bitcoin 😭💀,2020-12-18 00:04:40+00:00,United States,0,0,2,https://twitter.com/LifewitNaee/status/1339723217427152897,[]
rodneyes,False,147,"Naturally, Who will be selling now? Only those with no choice in need of the Fiat...

https://t.co/vZnJvSzY5R

#BTC 
#Bitcoin 
#BTCUSD",2020-12-30 16:00:01+00:00,Argentina,0,0,0,https://twitter.com/rodneyes/status/1344312294767906816,"['BTC', 'Bitcoin', 'BTCUSD']"
Timo_simplify,False,205,👍 on @YouTube: Who is Satoshi Nakamoto? (Vitalik Buterin) | AI Podcast Clips https://t.co/hTkWctknCF,2020-12-30 10:51:36+00:00,Argentina,0,0,0,https://twitter.com/Timo_simplify/status/1344234679331917824,[]
avaxoshi,False,7887,Shorting $BTC from this clip as a hedge https://t.co/FD3cY2HFhe,2020-12-30 23:56:04+00:00,Argentina,1,1,1,https://twitter.com/avaxoshi/status/1344432095016304642,[]
TomassoLP,False,435,@thebeast6999 @Bitcoin @elonmusk Bitcoin is up 65% over 1 year.,2020-05-01 20:06:31+00:00,El Salvador,2,0,1,https://twitter.com/TomassoLP/status/1256314077401489410,[]
CryptoChrisG,False,5114,What if bitcoin is pumping because people are exiting $usdt into $btc before tether is targeted in a SEC lawsuit,2020-12-30 23:45:28+00:00,Argentina,2,0,4,https://twitter.com/CryptoChrisG/status/1344429426700820480,[]
johnmorganFL,False,28597,"BTC Price Analysis: Further Upside As BTC/USD Reaches Past $29,000 Amid the Flow of US Stimulus Fund Into Bitcoin

https://t.co/mXP4pPSEA6",2020-12-30 23:55:42+00:00,Argentina,0,0,0,https://twitter.com/johnmorganFL/status/1344432002519412736,[]
IdeeAndi,False,1,500 Euro Bitcoin Bonus Card mit like us und PROMO Boni https://t.co/kfX8ytIqMk,2020-11-20 08:14:34+00:00,Spain,0,0,0,https://twitter.com/IdeeAndi/status/1329699642586652673,[]
RaulDominguezG,False,396,Elliott Wave Count on Bitcoin - #BTCUSD chart https://t.co/xnYqwKjOyl,2020-12-30 22:43:00+00:00,Argentina,0,0,1,https://twitter.com/RaulDominguezG/status/1344413708152311808,['BTCUSD']
jpegflip,False,115,"2020 has been such a good year, it’s only fitting I got to watch $BTC break 20k on the 1min chart",2020-12-16 14:23:35+00:00,Mexico,0,0,0,https://twitter.com/jpegflip/status/1339214595945324549,[]
SocioTarian,False,351,"@PeterSchiff As someone taken in by a scam that cost me all my Bitcoin, I feel for you, Peter.",2020-01-23 18:39:04+00:00,Papua New Guinea,0,0,0,https://twitter.com/SocioTarian/status/1220415669218545665,[]
rayellejp,False,2102,"It’s crazy, that money @theestallion sent me is really accumulating in Bitcoin. It’s really growing heavy everyday.",2020-12-30 21:02:40+00:00,Mexico,1,0,1,https://twitter.com/rayellejp/status/1344388456475205632,[]
bantaitrades,False,558,"I need a breaaak eyes paining....
All day long scalps, had one loss drawdown on my equity curve but recovered with 10x speed .  

You don't have to fight the market, you just have to keep moving with it.

-Master Bantai Trades

#BTC 
#BTCUSD https://t.co/QseQ1qg0N3",2020-12-30 18:08:51+00:00,Argentina,3,0,6,https://twitter.com/bantaitrades/status/1344344717278887937,"['BTC', 'BTCUSD']"
0xAzyad,False,617,$BTC Trade Setup - #BTCUSDT chart https://t.co/LSH5An87rv,2020-12-30 23:49:21+00:00,Argentina,0,0,1,https://twitter.com/0xAzyad/status/1344430405261279232,['BTCUSDT']
LEADER_TRADING,False,12487,"I think $IPOC reclaims $17 tomorrow and $GHIV will take a run back towards $14. 

If not, we add dips. I am still in the accumulation phase of $THBR and $SOAC. 

I’ll add bitcoin stocks if they have serious dips.",2020-12-30 23:59:19+00:00,Argentina,4,3,29,https://twitter.com/LEADER_TRADING/status/1344432913727840263,[]
joshecheverri,False,717,Lmao looks like I was right again. Trend reversal for a small dip. #BTFD #Bitcoin,2020-12-01 16:10:32+00:00,Papua New Guinea,0,0,0,https://twitter.com/joshecheverri/status/1333805691723771908,"['BTFD', 'Bitcoin']"
TookieSmoot,False,562,"@WolfHodl @BetoCrypto @theRealKiyosaki @CapeCrypto2 ok thanks. i got about a 4th of a bitcoin, $1,600 in xrp, &amp; a couple hundred in xlm. trying to buy as many of the different ones as i can in case 1 really takes off",2020-12-19 01:10:13+00:00,Mexico,0,0,2,https://twitter.com/TookieSmoot/status/1340102100613738498,[]
bitcoinboater,False,53,Betting against #Bitcoin is betting against people like @JackMallers I know who I’m betting on! https://t.co/5c1qhRQBdH,2020-12-30 23:59:15+00:00,Argentina,0,0,0,https://twitter.com/bitcoinboater/status/1344432894429827072,['Bitcoin']
Coach_Hargrove,False,651,"Wait... 1 BitCoin is 9 bands?!?? 
Somebody put me on!",2020-03-05 22:35:23+00:00,Canada,1,0,1,https://twitter.com/Coach_Hargrove/status/1235695431608414214,[]
EmamMoore,False,63,"I've been thinking about #Bitcoin learning allot about it! @pulte got me thinking, and researching",2020-11-22 22:56:35+00:00,Canada,0,0,2,https://twitter.com/EmamMoore/status/1330646386447147008,['Bitcoin']
gregmetro,False,13116,The latest Startup and VC Buzz! https://t.co/9MegxF2ZVp #bitcoin #technology,2020-12-30 23:58:40+00:00,Argentina,0,0,0,https://twitter.com/gregmetro/status/1344432749613096965,"['bitcoin', 'technology']"
XxxhunterXxx0_0,False,186,The CEO of Ripple has admitted that $XRP has experienced market manipulation by a discord server the past few days! They made a lot of money! 👉 https://t.co/v8XIn3T2Y5 $Btc $eth $grt https://t.co/KjeASARmhU,2020-12-30 23:44:15+00:00,Argentina,0,0,0,https://twitter.com/XxxhunterXxx0_0/status/1344429119488937984,[]
RichandNiche,False,3762,"$100k $BTC is very real. 

It's a measly market cap of $2.1 Trillion.

Apple alone is worth $2T.",2020-12-30 23:36:23+00:00,Argentina,0,0,4,https://twitter.com/RichandNiche/status/1344427141761388545,[]
StevePrediletto,False,967,"I think this is the first and only ATM in Brookhaven, GA to offer Bitcoin $BTC https://t.co/r0lQqHqgez",2020-11-22 18:02:07+00:00,Mexico,1,0,4,https://twitter.com/StevePrediletto/status/1330572282037678085,[]
allie073,False,708,@qweeenaylaa No thanks the other person had me put my last $40 invest in bitcoin and I never saw my money she promised me,2020-05-22 21:36:24+00:00,Canada,1,0,0,https://twitter.com/allie073/status/1263946841244209156,[]
_SHAYJ,False,1442,Freennn my Bitcoin is increasing 👀👀🙏🏽✨ https://t.co/AfwVcZ72io,2020-12-19 15:02:20+00:00,Mexico,0,0,0,https://twitter.com/_SHAYJ/status/1340311510187438082,[]
jackmallers,False,267650,"@thefuckisalommy If I ever need to be slayed I hope the community slays the fuck out of me.

Just want that on record.

I'm here for #Bitcoin and the second the community deems I'm not then I hope I get slayed.",2020-12-30 23:58:17+00:00,Argentina,9,3,80,https://twitter.com/jackmallers/status/1344432654796476416,['Bitcoin']
RoseHeart2038,False,101,"Just sold #BTCUSD on #COINBASE for a profit of 2.0231%, with an average profit of 2.2760% using the #Sandbox #SavingsAccount from #Jackrabbit TV with 25 trades.",2020-12-30 18:42:02+00:00,Argentina,0,0,0,https://twitter.com/RoseHeart2038/status/1344353065273602049,"['BTCUSD', 'COINBASE', 'Sandbox', 'SavingsAccount', 'Jackrabbit']"
bitcoinlb,False,140,"@tfoale @HodlBear @FrameMane @nicebit_net @Frances_Coppola @MrHodl @Midas__Mulligan @michael_saylor Get yourself a #bitcoin full node, open your lightning channel and cheer for #SatoshiNakamoto",2020-12-29 20:17:08+00:00,Argentina,1,0,1,https://twitter.com/bitcoinlb/status/1344014609183879168,"['bitcoin', 'SatoshiNakamoto']"
adabundantiam,False,1886,Bitcoin is about to go parabolic,2020-10-21 02:16:20+00:00,Papua New Guinea,0,0,0,https://twitter.com/adabundantiam/status/1318737855687122945,[]
CKoellmannZH,False,3855,@Beyond_Bitcoin @AwardsDarwin Great buzzwords!,2020-12-29 21:06:47+00:00,Switzerland,1,0,1,https://twitter.com/CKoellmannZH/status/1344027105810657280,[]
winloknightpor1,False,103,"@ImAnOldBluesMan @saxena_puru There’s a massive difference between a p and d and a Ponzi, with a Ponzi there’s nothing there, nothing! At least with a p and d your left with something! people had the chance to buy $BTC at many different levels during it’s many p and ds. The p and ds prove it ain’t a Ponzi",2020-12-30 23:58:13+00:00,Argentina,0,0,0,https://twitter.com/winloknightpor1/status/1344432638124285953,[]
gonzalo__nunez,False,758,"My grandparents fled Cuba on April 30th, 1959.

They snuck out $50 in a box of Kleenex by smothering my aunt’s nose with pepper.

“She’s suffering a terrible allergy.”

How much Bitcoin do you think fits in a box of Kleenex?

👉 https://t.co/GIejPOl0FK https://t.co/K7zTlYyWXp",2020-12-21 04:19:28+00:00,Mexico,1,0,9,https://twitter.com/gonzalo__nunez/status/1340874502813708288,[]
mlermaid,False,1368,This morning $BTC got pumped by a trading group that also pumped $eth and $xrp. Pretty insane how that's possible! I guess 180k people can do that. https://t.co/Tex0pCnLxY https://t.co/n8vUYl6DpN,2020-12-30 23:34:48+00:00,Argentina,0,0,1,https://twitter.com/mlermaid/status/1344426744170725376,[]
corck,False,567,"Read it,... It's not about technology, it's about money. #bitcoin https://t.co/NCdoHcISOC",2020-11-25 19:47:46+00:00,France,0,0,2,https://twitter.com/corck/status/1331686031121379328,['bitcoin']
CryptoBasel,False,199,Compared to Bitcoin my former retirement account is a rektirement account,2020-11-20 17:58:30+00:00,France,0,0,2,https://twitter.com/CryptoBasel/status/1329846594783555586,[]
KrugFlintheart,False,5713,"Bullish pennant is still there on #btc chart. 

#bitcoin #xbt #BTCUSDT  #xbtusd https://t.co/R3P26KI9fA",2020-12-29 06:12:51+00:00,Argentina,0,0,1,https://twitter.com/KrugFlintheart/status/1343802140431675392,"['btc', 'bitcoin', 'xbt', 'BTCUSDT', 'xbtusd']"
Ibechillin3,False,855,Word of the day : Bitcoin ..... invest in one,2020-12-28 17:51:20+00:00,Mexico,0,0,4,https://twitter.com/Ibechillin3/status/1343615532206067713,[]
BitcoinAntifa,False,50,"I bought my last big chunk at 18k and thought it was stupid but w/e lolol thank fuck... Now... Wait for a dip? DCA? hmmmm... Waking up to the crazy numbers on the portfolio is insane... 

Bitcoin ATHs just trigger my fear of abandonment LOL https://t.co/NcSBt5oMxy",2020-12-30 23:57:39+00:00,Argentina,0,0,0,https://twitter.com/BitcoinAntifa/status/1344432491617079296,[]
Trend_Surfers,False,3724,"I just created a new Revenu sharing copy trader for Account Building.

Same strategy as TF V2 but only trading #BTCUSDT and a much higher risk per trade.

This is to grow small accounts faster. 

More info here: https://t.co/X3SoJCO837

#Binance #Zignaly",2020-12-30 16:50:18+00:00,Argentina,0,0,0,https://twitter.com/Trend_Surfers/status/1344324947380989952,"['BTCUSDT', 'Binance', 'Zignaly']"
WorldCoinIndex,False,12834,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/EIptSaraX9,2020-12-30 23:59:18+00:00,Argentina,0,0,0,https://twitter.com/WorldCoinIndex/status/1344432907893530627,"['USD', 'EUR', 'CNY', 'GBP', 'RUB']"
swatbrighton,False,1209,@SociableBarely You're wrong about Adam Back. He's not Satoshi Nakamoto.,2020-12-30 11:04:55+00:00,Argentina,0,0,0,https://twitter.com/swatbrighton/status/1344238028844388357,[]
StigmabaseN,False,1599,"Bitcoin Association launches online education platform Bitcoin SV Academy: Developed by Bitcoin Association, Bitcoin SV Academy has been created to make learning about Bitcoin – the way creator Satoshi Nakamoto ... https://t.co/YN0smjtJEn",2020-12-29 22:38:04+00:00,Argentina,0,0,0,https://twitter.com/StigmabaseN/status/1344050076457451520,[]
ScottHa54581208,False,52,"Market Wrap: Bitcoin Nears $29K While Ether Options Trader Makes Long-Shot Bet
https://t.co/gf2CRVVvEd

via @coinstats_",2020-12-30 23:55:11+00:00,Argentina,0,0,0,https://twitter.com/ScottHa54581208/status/1344431874123452423,[]
VoteJohnsonD1SC,False,500,@MikeBloomberg has been #Trumped by @ewarren it is #bloomsday for #Bloomberg and #friends his #fait was sealed @ the #aptly #named #DemDebate and all the #money/#Bitcoin in the #world want save him from #TrumpTrain @POTUS #Maga #Trump #Scpol #j4c https://t.co/WaMo453jfs,2020-02-25 13:36:16+00:00,Canada,0,1,2,https://twitter.com/VoteJohnsonD1SC/status/1232298267557400577,"['Trumped', 'bloomsday', 'Bloomberg', 'friends', 'fait', 'aptly', 'named', 'DemDebate', 'money', 'Bitcoin', 'world', 'TrumpTrain', 'Maga', 'Trump', 'Scpol', 'j4c']"
NosaMUgiagbe,False,2811,"@minal_hasan I have been thinking about this for some time now.

If Central Banks around the World decide to go digital, will they not simply issue a digital currency (whatever it may be) based on how much „old money“ people had? Will my €10k be useless because I don’t have bitcoin?",2020-12-26 22:22:12+00:00,France,1,0,1,https://twitter.com/NosaMUgiagbe/status/1342958920445386754,[]
stablze752,False,61,"Bitcoin will price to $33,000.00 per trade each hour other currency will go 30% more maybe 40% over average price per hour #BTCUSD #btcminer https://t.co/YZyREuJ4Zy",2020-12-30 15:38:14+00:00,Argentina,0,1,0,https://twitter.com/stablze752/status/1344306809851564033,"['BTCUSD', 'btcminer']"
dominickuster1,False,153,"HAPPY NEW YEAR 2020💸

MAKE BITCOIN GREAT AGAIN💯
#2020NewYear #happynewyear2020 #bitcoin #makebitcoingreatagain",2020-01-01 16:33:36+00:00,France,0,0,1,https://twitter.com/dominickuster1/status/1212411562956410880,"['2020NewYear', 'happynewyear2020', 'bitcoin', 'makebitcoingreatagain']"
MaxMasher,False,1137,this is how u beg 😅😂 $BTFD $BTC https://t.co/XNbbMx5cYk,2020-10-25 16:04:38+00:00,France,0,0,0,https://twitter.com/MaxMasher/status/1320395857569644551,[]
jessicasmw,False,59616,To my friends &amp; family that told me #Bitcoin was dead 🤑 https://t.co/mk0DaYtaTr,2020-11-17 12:38:22+00:00,Mauritius,13,7,165,https://twitter.com/jessicasmw/status/1328678868585164801,['Bitcoin']
Hanspanzer3,False,547,"@RealDreamTanks @moonshilla $BTC and $DOGE 

the best couple of this millenium!",2020-12-30 23:55:00+00:00,Argentina,1,0,1,https://twitter.com/Hanspanzer3/status/1344431824790048769,[]
javdiaz489,False,207,$BTC hits different,2020-11-25 20:38:38+00:00,Mexico,1,0,1,https://twitter.com/javdiaz489/status/1331698835480076292,[]
PRODUCEDBYGOGO,False,292,@Bitcoin hit 30k baby please❤️📈,2020-12-30 23:34:56+00:00,Argentina,0,0,0,https://twitter.com/PRODUCEDBYGOGO/status/1344426776873857030,[]
GlobalDiscovery,False,900,I have a sudden and excitable need to study bitcoin markets right now. Something tells me it’s about to return to nonsensical levels. But then I don’t know anything about it. Just the right type of investor then...? #bitcoin,2020-01-19 17:17:35+00:00,Switzerland,0,0,0,https://twitter.com/GlobalDiscovery/status/1218945613045256192,['bitcoin']
bClickClack,False,1493,I bought 0.01 of a Bitcoin. Imma be RICH!!! Everyone who likes this tweet gets $100 when I’m rich. https://t.co/j7HlNIeHMv,2020-11-03 16:48:03+00:00,Canada,1,0,16,https://twitter.com/bClickClack/status/1323668272391356418,[]
dggabber,False,1028,@PeterSchiff @zndtoshi @adimugri The fact that it exists forever doesn’t guarantee its value or present value.  It could easily trade back to $200.  You have a metal disorder.  #bitcoin,2020-12-29 12:11:34+00:00,Mexico,0,0,2,https://twitter.com/dggabber/status/1343892414013054977,['bitcoin']
cryptomalinois,False,156,Data from @cryptoquant_com shows high deposit of stable coins into exchangers which could mean more #btc buying power. January could be a year like never before in the #Crypto space. Stay vigilant and do not forget to take profits. #BTCUSD,2020-12-30 15:17:04+00:00,Argentina,0,0,0,https://twitter.com/cryptomalinois/status/1344301483861401604,"['btc', 'Crypto', 'BTCUSD']"
vquin96427,False,182,"$vquin96427  l’m a believer in #Bitcoin It’ll take time, but it will be an acceptable asset for investors and as technology gets better i.e. a faster #blockchain, a quick and easy form of payment https://t.co/UJoIXxYsIN",2020-12-29 19:51:28+00:00,Mexico,0,0,0,https://twitter.com/vquin96427/status/1344008151616663552,"['Bitcoin', 'blockchain']"
HenryRFudge,False,241,@PeterSchiff @elonmusk Old man yells at bitcoin,2020-12-25 20:41:14+00:00,France,0,0,0,https://twitter.com/HenryRFudge/status/1342571122940932097,[]
tmcg89,False,6727,"@da5e_ Slowly deploy over 3 months, accumulating as much Bitcoin as possible, using margin where necessary to amplify position. I think over very long time frame Bitcoin offers the best risk/reward adjusted returns.",2020-12-29 00:18:48+00:00,Australia,1,0,1,https://twitter.com/tmcg89/status/1343713039275716609,[]
ces921,False,1470,concept of savings any more in our economy because the Fed debases the currency so you need to consume today before your $ is worth less tomorrow. This system is broken. Your work is paid with their currency while they print and devalue it over time. We need sound money. Bitcoin,2020-06-06 17:14:49+00:00,Canada,1,0,4,https://twitter.com/ces921/status/1269316830688169984,[]
CountBitcoin,False,4933,"Satoshi Nakamoto flipped the tables

#Bitcoin https://t.co/p1Fs8MNpZY",2020-12-29 18:15:56+00:00,Argentina,0,0,2,https://twitter.com/CountBitcoin/status/1343984110897831941,['Bitcoin']
nileshkv123,False,28,"#BTCUSDT chart #Bullish #news Inverse Head and Shoulder pattern forming in 15min. If got confirmed then #BTC will hit $30K.
#bullish_pattern #Binance #btcusdt #big_bull https://t.co/1dyFTmqh5X",2020-12-29 14:30:57+00:00,Argentina,0,1,0,https://twitter.com/nileshkv123/status/1343927492537507843,"['BTCUSDT', 'Bullish', 'news', 'BTC', 'bullish_pattern', 'Binance', 'btcusdt', 'big_bull']"
Sobs4Crypto,False,221,@KristiHightowr I'd sign up for my pension plan and EI contributions being in bitcoin though,2020-12-30 23:56:30+00:00,Argentina,1,0,0,https://twitter.com/Sobs4Crypto/status/1344432203036463104,[]
_GwaupoRah,False,1452,@BleacherReport @brgridiron Lmao do he know bitcoin is doing terrible rn?,2020-12-29 14:46:10+00:00,Mexico,19,0,6,https://twitter.com/_GwaupoRah/status/1343931320238559233,[]
UglyOldGoat1,False,12065,"Witness the death march of XRP army as they pay tribute to Bitcoin and the jump-off Bonzi Cliff on rumors from Emperor @bgarlinghouse 
https://t.co/d7gtP9sC8A https://t.co/JtKSapv8fe",2020-12-30 23:58:13+00:00,Argentina,1,0,11,https://twitter.com/UglyOldGoat1/status/1344432637457231873,[]
trumpetozi,False,35,"#btcusd
closed here. ideally this is a place to add not to close your position but i've had enough of this price action today, going to leave the screens. https://t.co/iYKPNStftm",2020-12-30 16:51:08+00:00,Argentina,1,0,0,https://twitter.com/trumpetozi/status/1344325155665883136,['btcusd']
mitchpresnick,False,2721,It’s helpful to think about gold in the same way most investors think about $BTC - as both a store of value and as a currency which preserves its value over time (against paper money) because its quantity cannot be manipulated by politicians. https://t.co/FQICV25z3n,2020-11-15 12:22:35+00:00,Mexico,0,0,1,https://twitter.com/mitchpresnick/status/1327950118629367810,[]
Evan_Almightee,False,1303,Is Bitcoin going to have to choke a bitch?! https://t.co/DaeMSyUE9j,2020-12-16 14:14:03+00:00,United States,0,0,0,https://twitter.com/Evan_Almightee/status/1339212194223955978,[]
WinstonDrayton,False,675,Bitcoin is going crazy.... I definitely just bought some... At this point I'm trying to beat it before it hit 30k https://t.co/4KPvp85Yra,2020-12-30 05:21:10+00:00,Mexico,0,0,0,https://twitter.com/WinstonDrayton/status/1344151521018208257,[]
jordanbelfoort,False,67,"#btcd #btc #btcusd #btcusdt btc dominance, higher highs and highers lows, target = 80 then #altseason #alts #xrp #coindesk xrpusdt https://t.co/fJ8LlyOV4j",2020-12-29 12:22:11+00:00,Argentina,0,0,1,https://twitter.com/jordanbelfoort/status/1343895085390434304,"['btcd', 'btc', 'btcusd', 'btcusdt', 'altseason', 'alts', 'xrp', 'coindesk']"
mariohostios,False,285,"The money was funny💵

And the joke was on us. 

The elected jokers are untrustworthy.

Ugh.

I'd rather preach pushups😎

But all parts of life fit together. 

Biceps &amp; bitcoin. Its not either or. 

Buckle up...2021 next week.",2020-12-30 23:58:57+00:00,Argentina,0,0,0,https://twitter.com/mariohostios/status/1344432822761758720,[]
ChadV8880,False,335,Y'all need to check in on your $BTC hodl-ers. Are they ok?,2020-03-13 00:34:08+00:00,United States,0,0,0,https://twitter.com/ChadV8880/status/1238262032278982658,[]
MarkinCHS,False,1813,Is the Bitcoin trading desk open on #MLKDay? $BTC,2020-01-20 17:58:54+00:00,El Salvador,0,0,0,https://twitter.com/MarkinCHS/status/1219318395763675137,['MLKDay']
wallstreetLED,False,19,BTCUSD - #BTCUSD chart https://t.co/Arl1xi0a6v,2020-12-30 20:56:58+00:00,Argentina,0,0,1,https://twitter.com/wallstreetLED/status/1344387022530596864,['BTCUSD']
williamcoit,False,80048,"Gone off bitcoin $BTC 28,300+

https://t.co/5r3JIGv7ug 
@tyllionaire_",2020-12-27 20:31:55+00:00,Mexico,0,0,1,https://twitter.com/williamcoit/status/1343293557264838659,[]
Drewchris11,False,85,when #Bitcoin hears you about to short. $btc $bitcoin https://t.co/nHbCE0ixX3,2020-12-30 23:59:52+00:00,Argentina,0,0,0,https://twitter.com/Drewchris11/status/1344433050831249415,['Bitcoin']
